version,candidates,scan_points,width,height,best_score,time_ms
baseline,256,1081,467,314,1.000000,11.342550
baseline,256,1081,467,314,0.992063,11.310206
baseline,256,1081,467,314,0.927057,11.430156
baseline,256,1081,467,314,0.880191,11.399843
baseline,256,1081,467,314,0.841650,11.414374
baseline,256,1081,467,314,0.802775,11.334530
baseline,256,1081,467,314,0.802775,11.402187
baseline,4,1081,467,314,0.740026,0.189742
baseline,4,1081,467,314,0.688052,0.187867
baseline,4,1081,467,314,0.516766,0.185054
baseline,4,1081,467,314,0.476719,0.177971
baseline,4,1081,467,314,0.613488,0.182554
baseline,4,1081,467,314,0.514418,0.184273
baseline,4,1081,467,314,0.516635,0.177867
baseline,4,1081,467,314,0.565453,0.182763
baseline,4,1081,467,314,0.453342,0.181513
baseline,4,1081,467,314,0.461766,0.176722
baseline,4,1081,467,314,0.835182,0.184847
baseline,4,1081,467,314,0.804498,0.206357
baseline,4,1081,467,314,0.724039,0.182606
baseline,4,1081,467,314,0.740241,0.178597
baseline,4,1081,467,314,0.754534,0.177034
baseline,4,1081,467,314,0.659005,0.180211
baseline,4,1081,467,314,0.978999,0.181617
baseline,4,1081,467,314,0.939116,0.184586
baseline,4,1081,467,314,0.850491,0.178284
baseline,4,1081,467,314,0.857543,0.179638
baseline,4,1081,467,314,0.801233,0.176408
baseline,4,1081,467,314,0.719036,0.184950
